"","B_R-B2_1_5404","B_R-B3_1_5405","B_R-B4_1_5406","B_R-D5_1_5407","B_R-D6_1_5408","B_R-D7_1_5409","B_R-D8_1_5410","B_R-D9_1_5411","B_R-E1_1_5412","B_R-E2_1_5413","L_R-E3_1_5424","L_R-E4_1_5425","L_R-E5_1_5426","L_R-E6_1_5427","L_R-E7_1_5428","L_R-E8_1_5429","L_R-F2_1_5433","L_R-F3_1_5434","M_R-E9_1_5435","M_R-F1_1_5436","M_R-F2_1_5437","M_R-F2_1_5439","M_R-F3_1_5438","M_R-F3_1_5440","P_R-C1_1_5414","P_R-C2_1_5415","P_R-C3_1_5416","P_R-C4_1_5417","P_R-C5_1_5418","P_R-C6_1_5419","P_R-C7_1_5420","P_R-C8_1_5421","P_R-C9_1_5422","P_R-D1_1_5423"
"Q91W29",5.81981728842625,9.32572306253169,2.63342609167906,12.4892192050778,11.1877235267007,11.4124454773093,7.89065673359419,5.91030818980424,10.002789353033,6.79952821205509,6.76969280104106,4.29051572376257,NA,NA,NA,NA,3.31609169483364,1.71071532706758,NA,NA,NA,5.19519829244018,NA,4.67835490444165,NA,NA,NA,2.44429264960763,5.04716444301748,NA,NA,NA,NA,NA
"Q91W34",5.7654269521386,3.41202383560085,4.0810978355429,5.96570782037574,3.5623816699688,6.48420401459099,4.61458181586629,3.63053901588905,7.88709393936341,NA,2.15919419292917,1.90859125084769,2.67449740408242,0.845012243754055,0.789870206396414,2.76883671362212,3.29042436793195,0.546288106029286,0.944533172813929,2.22154642643771,7.06021722086742,1.82979231038117,2.51068864669115,2.09506308357949,5.24697865962219,5.29586147906308,4.55211218254931,2.95096588112197,3.7638558016271,3.0929195476362,4.87986905939397,5.05425881729108,3.80869080627151,3.0928049374312
"Q91W36",NA,NA,0.755015947103557,NA,NA,NA,NA,1.22956240922573,NA,NA,1.75901807493306,1.14692131952109,NA,NA,NA,NA,1.75296848265108,NA,0.444960954256434,0.593958537551346,2.369940053882,1.82913956231223,2.3556345854201,2.1586354996583,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1725994004679
"Q91W39",3.07099636708912,4.13097837860067,2.65701966539307,0.730638685572099,3.05280229401812,5.10082253676988,2.65861532593474,3.84562123815307,1.5771885452524,NA,1.0301815707268,2.45428684737542,NA,0.540084249247114,NA,1.03081643797592,0.342439341849014,0.249695847312088,1.67194106309668,1.150078067843,3.00477732029315,4.06531933808069,1.67757406240596,1.85263498571483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91W40",5.05457914442924,NA,3.15203843340664,NA,NA,NA,3.13864996305848,4.87722265714536,NA,3.5624061572347,3.11846742972001,1.8874273407866,NA,1.14170191228728,1.21035447549486,NA,NA,0.660065309947319,NA,NA,NA,NA,NA,NA,3.79454272176075,NA,2.70438875613497,2.52318039522039,2.61323873036681,3.51543470991928,2.08671508681639,1.95810253907512,2.77982492799242,1.44990237019067
"Q91W43",4.37949738610745,7.8751230644998,4.43196895166669,4.83826698715281,6.10559737636385,7.62166072290413,5.13307887876582,6.3771422055725,4.64345537531239,4.03061855895848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91W45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36157638979887,NA,1.54027277806972,NA,0.64265999660467,3.48359116479361,0.86434612461227,0.933804041111568,1.2251606572661,3.02487158192319
"Q91W50",1.90970300161441,2.18262136880259,2.27875091765232,2.40300486924945,2.40362644739127,4.46034068275433,2.09627753312628,2.80274321473589,3.63396301963516,1.74096708131325,NA,NA,NA,NA,NA,NA,0.896180213083998,NA,0.306113791625941,1.00343887938868,1.27193139042684,2.20983729374917,1.52515120690656,1.53258745238002,4.28565699556135,3.2594275493264,NA,NA,NA,2.37558331065442,NA,NA,NA,NA
"Q91W52",6.02296899414895,5.63190576129882,8.43687104884843,7.04148654199702,6.11957673711042,12.0100914147731,6.79024925095497,10.3697892049272,3.53363625357274,6.627623711822,2.08732809694948,1.49557984771244,NA,2.43836959955425,NA,3.93208101315737,3.13832439690244,3.63457204679639,0.831638725068529,1.81758386452266,2.90051862781852,3.20448787415854,2.76282562463943,3.1416900872416,NA,NA,NA,9.40808264739548,3.8967727205593,10.1017476360538,8.01465427320829,NA,NA,NA
"Q91W53",3.35208109481429,4.09182410634066,2.80971655914115,3.46546031788887,3.33272633560048,5.93410362774677,4.18862091472334,3.9404818955028,2.34999339945029,1.02353655242958,NA,1.76541085966941,0.65316983154761,NA,0.496312628808163,0.24000073373707,NA,0.444584285597237,0.108362553114403,0.549024420899619,1.52965378317367,1.69099384241282,1.68589548197762,0.801277086341198,NA,2.99193194158253,NA,NA,NA,2.77323710828086,1.17388736054396,NA,NA,NA
"Q91W59",NA,NA,1.01579312495026,NA,NA,NA,NA,NA,NA,NA,1.69442455686347,NA,NA,0.28408516827306,0.54780712961582,NA,NA,NA,0.655236201569455,0.830329300327554,1.16706696862515,NA,0.677977071749615,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80582108673673,NA
"Q91W63",NA,NA,2.00581841028131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67990442156281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91W67",2.68034190194704,2.86638458543594,3.40073874144282,3.46451464887941,3.37615926577221,1.43613505425265,3.58743361425651,4.53755740098763,NA,NA,4.27835049138403,0.237145549081346,1.58109131083741,0.543313723628801,NA,0.777789864885775,NA,0.527950552837659,0.555601497026604,2.18742721307206,1.86423164177454,3.50433087678117,0.983431973306368,1.08453546042053,NA,NA,NA,NA,1.18348689834453,0.820436957703031,NA,NA,NA,NA
"Q91W69",4.22558128687362,3.69604782352712,3.7262156002203,2.71868740756257,2.10428500675266,3.76034973016276,5.4074551119024,5.06174586185349,5.65591916260832,NA,NA,0.681646680703035,NA,NA,0.312558104974141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71683806097929,NA,NA,NA,NA,2.21204205617092,NA,NA,NA,NA
"Q91W78",NA,NA,1.34267624529399,1.41167274532809,NA,NA,NA,NA,NA,11.2210832464479,NA,NA,6.86527315502965,NA,NA,NA,1.43817872734168,NA,1.43040480315456,54.9081558136247,NA,3.3618119802297,2.03545497038023,2.57660341100789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91W86",4.16064700765936,4.89531678262081,4.65811502439416,4.8455925008651,4.66640182983923,9.31333248070139,4.34657071964947,6.85138537309797,4.81677420299646,3.05963939648745,2.72027288710443,1.64198732571008,1.70524226167832,2.5396751215031,1.69129825638796,NA,2.46379910669924,1.66434370404409,0.90100698677363,1.81854739416127,2.30555691319679,2.71368054455337,2.19861083375827,2.22095022283277,3.31148046008698,NA,1.64917030321195,1.70098747311794,1.87120340142304,1.87669590883818,1.05790641816359,1.99286353066073,1.18273218584745,1.28716039493566
"Q91W89",6.59985291276172,8.07415553913332,6.32241992060813,6.23147042922568,6.92280766758804,12.1971456637581,6.49102162756002,12.4032184819709,NA,4.07301686273247,NA,NA,2.59615637032634,NA,NA,NA,2.18398127318936,NA,0.636471390428568,1.44145925973332,2.9146278904279,3.42610326028656,1.86363454733067,2.25728479708556,3.1296952588562,2.92545435899627,3.22625516744699,3.26678599716128,2.91960643518883,3.30759273661973,3.49088348929402,NA,NA,NA
"Q91W90",4.18286818823173,4.93207083177507,4.0189875337593,3.6954729303964,4.36858583037435,6.68632707773789,3.90219440816265,5.1637372436083,3.68259027327079,1.89716510332288,0.177515706977084,0.976332534282801,1.70443251525023,NA,1.49885875785408,NA,1.49926514479031,NA,1.02067343874569,2.14449097597752,2.74590200183427,2.47387835049128,1.80121153215402,2.34778372766484,2.36397901364383,2.1168982014368,1.78849086548669,1.50020939160893,1.73984921852516,2.62159275775708,1.88405177996488,2.42381371352762,1.90373291713988,0.973513820578534
"Q91W92",4.64481489284199,5.57979818893646,3.76836667806481,5.20113219358298,6.1166424196417,9.07293445594153,5.42773319289452,6.5764770328923,7.44620378841745,3.35664888324189,NA,NA,0.937014358247131,0.0783213733010493,1.23665248393409,NA,1.34419377987412,1.34747069371883,NA,1.75137410874249,NA,2.64132178125593,1.09400818452799,2.9952436015829,1.71855328093248,2.19331407921993,0.81083245152215,0.541956649448255,0.391627650787438,1.35238591584557,0.325219589493814,1.5449255825979,NA,NA
"Q91W96",1.83699144778123,2.15107798009979,1.93373837542877,2.57367539996158,2.36024638795428,3.6325185608853,2.14833349652884,1.9158703241499,1.6205018586498,NA,NA,NA,0.507123227235167,0.0693147180559945,0.245220842667409,NA,NA,NA,0.787738521843596,1.2219939535123,1.71443776974847,2.43632780588568,1.77281134979897,1.21513453250053,NA,NA,NA,NA,NA,0.641330026449433,NA,NA,NA,NA
"Q91W97",9.57853321354284,8.34032498932293,10.9171770076836,7.47861574895128,7.62932413586845,9.09997466849716,9.54750598439006,NA,8.34688346047338,NA,NA,1.60701561207903,NA,NA,NA,NA,1.58349795068245,NA,4.37462699411395,NA,NA,NA,NA,NA,7.84480437194832,7.78638541203251,NA,8.40844132482808,8.78101107057168,11.080823299046,8.9286798400765,NA,5.54383650306581,5.30114221216833
"Q91W98",1.34841110815934,5.46766485129857,2.19790336358207,1.7862067797429,2.14010174164599,4.0782017480151,1.40632737925515,1.83540165560088,NA,9.966117211528,2.76589883444919,1.78089187420525,2.55410471916916,3.13956626313069,0.854325852318604,NA,3.09936756956437,2.48375523452337,1.14753167506051,1.70846890797866,2.81055815712395,1.65648736024223,3.30199349804482,1.78552519375811,NA,NA,NA,NA,NA,NA,NA,3.18229068839469,NA,NA
"Q91WA3",2.46274018693477,4.36320247551412,3.49118286157504,3.7273968169959,3.298517592828,8.23869174389108,2.76245776909358,4.59697712133578,4.12212391560458,2.30205090702397,NA,NA,NA,NA,0.947056504046864,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483719206440966,4.3233642363147,NA,NA,NA,2.61931064295392,NA,NA,NA,NA
"Q91WA6",2.41620724206514,3.7222207842941,3.88940570624471,1.22248331507501,3.29818039188159,4.44229336068529,3.26941109973724,5.33987450971228,1.82401688229704,3.08185030537857,0.922121012303894,0.663171054671793,NA,0.0693147180559945,NA,1.02551440990233,1.35515464204018,NA,0.672259447479713,1.9032658130632,1.69422815690138,11.1680143203557,23.7789716831433,8.9278082462533,3.79506250943713,NA,NA,1.1903432400684,1.88490842079627,1.25087265740461,1.98890962909905,NA,NA,4.83329549695888
"Q91WA9",4.82208945731574,8.1394970160525,NA,5.62617132524109,2.46745398405203,1.86951230709872,5.21657549363295,NA,NA,3.21826310707929,NA,NA,NA,NA,NA,NA,NA,NA,0.674505448805106,NA,NA,3.28107232879021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WB2",2.82079951734786,4.65075104258971,1.69674440986857,NA,3.41487334486764,7.40765380995288,4.26133149870762,3.71772381936242,NA,NA,NA,0.939473894043896,NA,NA,NA,NA,NA,NA,2.47671166693966,NA,NA,NA,4.06410853191037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WB4",3.14497731039564,5.74849461411672,3.61163076331487,4.55535702098919,1.95521974498995,2.48092896637228,3.04283647662916,2.21555773775831,3.39062799703944,2.49923275748716,0.661289534873899,0.686682021194463,NA,NA,0.425978088565292,NA,2.29649199057278,NA,0.516786159071189,0.920846064082134,2.94041777992015,2.88400500552517,3.42142852982596,2.0879980541705,1.3250625547172,NA,NA,NA,3.34168861463709,3.52881294684292,NA,NA,NA,2.86349087359882
"Q91WB7",5.50067635126132,2.94885129550705,2.56385358071518,NA,3.54428449161783,2.29733662044437,1.88681215747159,0.0693147180559945,5.84987664688555,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409176135336958,2.14532360569021,1.44410121670745,2.23080768074087,2.85522855622605,1.17054521550198,NA,NA,1.65757869985282,0.573607675406817,0.906029122608752,1.84622561332301,0.500582730886473,1.1475381506891,NA,2.71433715598401
"Q91WC0",1.55864274777266,1.75708522395703,1.81672587795025,1.98488558183879,2.03363996749575,3.72616272958054,1.80500587107574,3.52185229656765,1.13434418525709,NA,NA,NA,0.805687677848972,NA,NA,NA,0.768502371774976,NA,0.606566865254239,1.68812478295126,1.96256778142283,2.01650795431983,2.66161180118006,1.6413156719015,1.51661172859379,2.43512831346491,1.55701173539492,1.13877967896867,1.29361249373934,2.15958809455942,1.03854393348132,1.39636200503761,3.14468997152862,0.937594812081942
"Q91WC1",8.77351207042807,6.59914329953878,3.2244639637833,1.38457427505992,6.74700863556944,3.3842944807315,0.878368230407859,1.42201422304664,NA,NA,0.235304510959051,NA,1.39588656171637,NA,NA,NA,NA,NA,NA,1.48600179537143,4.4854198360587,5.0215336090165,1.5336551918648,2.67241636879824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WC3",4.33666633815854,5.56995395558867,4.46220187408062,5.1172835729255,4.71154030573496,7.46607173984265,4.59199544985768,6.6378314328273,5.73599362879725,4.205802105882,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31241765568944,4.79879243669227,0.649822931599791,2.26850527230098,2.329926967418,7.31431379907195,3.57228452851859,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WC9",3.19211734310242,3.23317749767682,1.63538297969963,1.62813163421376,2.62822888302482,3.66804595682236,1.48677896259357,2.73031614170891,NA,2.90216009691116,NA,1.72681754940993,1.5566037663543,0.166665861554888,0.57914830258211,NA,1.0274484654651,NA,0.905215378599309,1.28680617782645,NA,0.707767331192634,2.57638918888169,0.897889871171073,5.17611595777053,2.57310087491518,NA,0.872038261136652,NA,NA,NA,NA,NA,2.4591758414373
"Q91WD0",1.93861394019376,NA,NA,NA,NA,0.159009574827418,NA,NA,NA,NA,NA,0.15072433135647,NA,NA,NA,0.516542830500811,NA,NA,NA,NA,2.73047897423038,NA,NA,NA,2.27568325845413,1.76961904349269,2.03600757251651,1.54188742158524,2.70645572237839,3.07516336404566,2.51773744953177,2.00450255671031,2.5847450387583,1.11628155150225
"Q91WD1",7.29651425983594,3.09390467231464,3.27168637329425,8.46170118579773,6.7845993356877,2.87792817535319,4.31375875240555,2.23922159116058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32619446195729,3.52075126521823,1.13871057765624,0.200271093797822,2.21538073379437,NA,NA,NA,NA,1.59302638891696,1.37348110540709,NA,0.950157493318034,NA,1.0631723424787
"Q91WD4",NA,NA,NA,NA,NA,NA,NA,1.1449898759833,NA,NA,2.57144224212685,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44068022507584,NA,3.47725097671525,NA,NA,NA,NA,0.381738762836725,0.530036660995729,0.239574369938336,NA,0.5340670454433,NA,NA
"Q91WD5",15.9214243040332,18.6005576705839,19.4468651692509,24.746418087846,18.4183168217083,30.4629355337853,17.8215728539199,23.8845523685537,16.0224926174498,11.0911953209054,NA,NA,2.32613182131468,NA,2.2799338451293,NA,2.21234922291538,NA,1.31578236731897,1.4182092398382,3.13489275336361,2.88828832517115,2.47061243085076,7.26908351532444,4.22091921297058,4.02984115694951,3.89225296910642,4.38718776157784,3.26310861290043,4.1507478897679,3.55397245559331,3.7360485087133,2.69999868036748,4.07650930227996
"Q91WD7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08552204963569,1.33225612710846,NA,2.71307506386696,2.62787328033119,3.43868873838134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WD9",8.783272867085,NA,NA,10.4616462372268,NA,7.45854004748145,5.63156600049012,3.61490221391891,5.99556919193905,3.7801770763194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38491469089757,NA,2.868907198051,2.46807473374273,3.02405162171618,NA,NA,3.36970637293655,2.49585839718034,1.43933898811725
"Q91WE1",4.98003734900424,4.31542846757967,2.16542956566449,5.67455610942065,4.21838460961109,5.73911843013366,2.54943647673714,4.69241125888258,3.31134240690424,2.31808257379149,NA,NA,1.5203311109169,NA,0.971124122882956,NA,1.15760860379309,NA,0.959699296942418,1.33777992951282,1.70710539565906,5.39298991514522,1.51850392171608,4.7298289130079,2.30082994045556,NA,2.94556477530579,0.889629623921172,1.16665745671192,2.11492309516829,1.62318537634762,1.5451997203995,1.34457865832344,1.37641748453934
"Q91WE2",14.1408058944651,NA,0.941293146495049,1.49094796694451,NA,NA,NA,0.561477384254341,NA,NA,4.46303751500682,NA,NA,NA,1.79699880952292,NA,11.311469213324,NA,0.782076220543027,NA,3.93728623883634,NA,NA,NA,0.675936960052077,NA,1.39419675559994,NA,NA,1.57475402785728,0.205242476423892,0.16891409842877,1.29782389871582,NA
"Q91WE3",NA,2.68404657991532,4.1702744383965,2.96400980111313,3.04482526781938,NA,3.00808398158339,6.56257181208987,NA,6.46936824878161,1.70924670491246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WE4",1.95719997715958,3.719512357346,1.71121161349847,1.83082752989848,1.81999467613131,3.15689319349753,1.64016235801983,2.33345199360994,2.65829833354015,NA,NA,NA,NA,NA,NA,0.25893139899069,NA,NA,1.54227849739175,NA,2.07892367785905,2.14974002560598,NA,2.00617696070316,NA,2.33990832555497,NA,0.797426559664734,1.47681462490914,1.27974972524695,NA,NA,NA,NA
"Q91WE6",NA,1.29510951126309,0.957717925255546,0.40233110432924,0.629374166133571,1.53366800690475,NA,1.34506019973327,NA,NA,3.66426294474636,1.25021601024619,NA,0.151518631581906,NA,NA,2.61845705029827,2.33006544638737,0.577062161458172,0.995078579261095,5.3277081282024,3.11927834059739,3.65397752017462,3.56534129675443,1.90175888719131,1.75945645011254,NA,0.780696908700648,1.30086611651262,1.2950579321784,NA,NA,4.55406747493101,2.49524212707516
"Q91WF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94875544278093,NA,NA,NA,NA,2.64285196647711,1.26360143336213,NA,NA,NA,NA,NA,1.59738393824386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WF7",6.2521253315149,6.36748653900328,6.66275816410159,6.663600443206,10.3627863868491,9.0845759318772,4.5951662539604,11.4287007145408,NA,6.03857553534585,1.80732819675464,1.09360122463975,NA,NA,NA,1.12458568245333,4.83611385775829,2.81982113554583,2.25541262809431,2.58537022994672,2.90539626497072,3.4399858050341,3.02431312206481,NA,1.52812771341029,NA,1.67969469072947,1.07913728017698,3.1110069663629,1.63292660072471,1.48732485972619,1.70027176137265,4.59537210496389,2.58408754816903
"Q91WG0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33899905360809,1.32273296929764,NA,2.5663512817547,3.41508461333563,NA,NA,2.72877556253134,0.673858956895621,NA,0.0693147180559945,NA,2.01635130268471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WG2",60.7017567476231,2.87235870438031,26.5785067981028,5.17757843387285,3.65955656817702,2.46018298966225,1.88419007287869,4.87281214217102,NA,39.1194878585702,NA,NA,43.4713603839104,NA,0.927507121349095,NA,1.17826603264369,NA,51.9548708207725,23.1516144083864,2.4035615128682,1.39182834672595,120.807920412311,0.86970060178284,1.11359586777128,38.642155725463,1.45432368653342,1.49747056578705,28.5205715650509,37.1978587555247,25.9638157645962,1.05342214209748,10.131756499003,59.5591397302639
"Q91WG3",NA,NA,NA,NA,0.60863343515376,NA,0.162783174824794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91261024902758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WG4",2.96482699135201,3.88122018332634,2.40384745338698,2.0342273469735,2.23219506147481,3.42342447040387,3.07922247268788,2.92053465675499,NA,1.78177685056663,NA,NA,NA,NA,NA,NA,2.07352208304269,NA,0.574636111901036,1.61096729142124,1.73040529539449,6.4785492126143,2.30407099748224,NA,1.20046178382609,1.18927318607335,1.24944256703423,1.49776546465536,1.3490931422636,1.93286262290637,1.35601361121393,1.25256476894591,1.33131803767746,0.689680059816578
"Q91WG5",8.16677191033371,7.69473297987657,6.97593511863821,10.1943488980461,5.62879638765357,7.04758539189332,3.62641398984113,10.7547074828414,2.84765435441687,5.94288650525304,NA,NA,1.70758230833916,NA,0.742998079892816,0.305493006038038,NA,0.0695068983803917,0.483716130870697,0.171611503310245,1.41916039163579,NA,NA,0.262799475311192,NA,NA,NA,NA,NA,0.934204387967457,NA,NA,NA,1.60821695916613
"Q91WG7",3.17922894759825,4.18579191848099,3.59162740448657,4.41968656492368,3.04765011783375,4.38194793926173,3.15842521570017,3.94864061492587,3.35278343662711,2.13177740663563,2.58989259063401,0.946293627572096,NA,NA,NA,NA,NA,NA,1.21338793040036,1.00938273685728,2.15966868245246,2.14940735144558,2.60880704386909,2.6541973881857,4.49267497903318,NA,NA,NA,0.926837786025148,NA,NA,NA,NA,NA
"Q91WG8",1.84479975855826,NA,1.03286266675941,1.80515219259337,1.25893807328988,2.4031595871459,1.2784950848724,1.53876115425768,NA,NA,NA,NA,2.91093605721562,NA,NA,NA,1.15530277279156,NA,0.683142184551109,1.3053533797215,1.52702720234608,2.01144852892949,2.24890422316066,1.8482831444055,0.417159358667647,NA,0.800880917199318,1.04387022757481,NA,1.93881341408946,0.824403255416765,1.5107520854001,NA,0.603815930481355
"Q91WI7",4.54784809972285,NA,NA,2.81974360895651,1.64933863313167,5.6524397630304,3.0552015742518,3.20225799001159,NA,NA,NA,NA,1.06697735325957,NA,NA,NA,NA,NA,NA,NA,4.15031755761675,NA,NA,NA,1.16038362190948,NA,0.991702983456764,0.592094857840947,0.330399673247196,NA,0.746471602361929,1.02410932566947,2.17108840076403,1.62718298030512
"Q91WJ0",6.44995703483167,7.67145859307441,7.93270724147148,6.72173245654342,4.12805413672977,6.74919503110534,1.94851892419234,4.72496127191286,5.37758031034207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WJ7",NA,3.34291036737588,1.0205807175668,2.44349390656297,NA,4.18082676327276,1.93156725552541,1.63959453730041,NA,NA,NA,1.05855727122028,NA,NA,0.921819373231935,NA,0.904176619876156,0.122804371231531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WJ8",3.67286480785839,3.85951158937444,3.44494995423461,4.16015421176091,3.79446160159415,4.51267985830746,3.5767326443002,5.92682587209676,4.29925586630363,2.85250166941513,1.47355223624302,1.3124612837439,1.38296308155158,0.768382999365774,1.54805981835228,0.947201085185133,1.83015646146354,1.85407751712533,0.839047787918309,1.27429322695962,2.30478078007968,2.02206943899613,1.56629507758143,2.27840464445809,1.84520757678386,NA,1.45359761310249,1.51339406897455,1.59672652109212,2.55029536334477,2.06619656710896,1.84771203545843,1.16943325377419,1.21971381309376
"Q91WK0",5.42707844127671,5.77046709850696,9.32386079254713,18.7173979761885,8.38354294399771,16.823453050814,4.97879501773534,15.1858159675648,3.91630603370655,5.60488406588292,0.17334977426616,4.1285006192779,1.84284419949191,1.12893089190829,1.67951715522122,NA,1.22620678752438,3.08649930464951,1.23813414221387,0.656724076337997,2.08676366650416,7.8524485188087,5.74339342999083,1.84968435971599,2.27052753182258,NA,3.34011589167273,1.35368768519905,2.12531767598153,4.58535321605274,2.04091366694141,2.58193285150736,4.8171990453764,0.973556308390448
"Q91WK1",7.13980149497892,11.9539196639879,12.3585203180959,12.2233085395789,11.6465268530008,14.7964525174585,9.93192381271005,15.518742264263,10.0144573560271,5.31683006491678,1.71284888542589,0.747191171548162,NA,1.24115641756703,1.0850536945915,NA,1.69400886086742,1.15422487310916,2.63759099866475,1.58814092106965,2.58598072292402,1.93976946320416,2.1020152052155,1.83070988235061,1.93271795733305,NA,0.703535652221223,0.95027973190103,0.94779284001559,1.79077289538821,0.869385064095003,1.49517262514603,NA,1.0279831892833
"Q91WK2",4.43624375200028,7.87467562299165,4.81341414038779,4.67035998037444,4.88567359510966,7.86973590824451,7.83853302291233,7.8966599827431,4.28942056312149,3.63302627915353,2.24049644220481,1.42627586437898,1.79501370363217,1.35375942221697,1.52013037326735,1.69875522568917,1.86047841841959,1.22409661481759,1.06926904969153,1.71796802434777,2.18868602588445,2.25620725725494,1.90590379351831,2.03290435555495,3.14835337610307,3.54173620188561,3.86025821959295,3.85402483889644,3.81932621549667,5.44946747011461,3.57031440345102,4.47878637976932,2.87513704644872,2.5481776509581
"Q91WK5",8.95598867594829,9.88668513297575,8.9453760486831,17.5589012879923,10.7432573865689,29.888686338876,16.5494680512072,12.5034976046641,NA,NA,NA,NA,2.94185442943544,NA,3.75307162268503,NA,5.07606867182716,NA,1.2199209124476,2.21284467179775,4.09849399499296,2.90353690252456,1.25869085348065,2.68702179469972,5.41823130945985,5.31101727800994,5.18991023545125,5.13887109802526,5.2258967932328,5.89880946430154,5.01453902313502,5.76804861706802,4.00195166117975,4.07107217171119
"Q91WL6",5.0424257991553,4.64666406884481,4.25641246208392,1.61330171855827,3.52672661929341,4.65642903021963,1.75947882509239,2.70788043914276,5.8352187619071,NA,NA,NA,NA,NA,NA,NA,1.36308487937131,0.832084126915062,1.164611042974,NA,4.16628779611685,3.6938149627009,1.78920833538169,3.01743890177931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WL8",5.62808406626429,8.07783040264899,4.62313462087732,5.35694886196326,4.56284685995967,9.30467790886525,4.15123334514506,6.47545797080191,4.72653552310133,2.81030871341471,1.22356684414061,NA,1.10129199835243,1.09559855941754,1.05585958352192,1.46070871101195,0.994834989144371,2.04329750445039,1.02256303318718,2.29488723256689,3.20618745288111,2.89494039065883,1.99119395745917,2.24135008502605,2.68521457131705,3.78118374333138,2.7311992039208,2.77490730889567,2.02408798991759,2.35777699843059,2.25397664448232,1.75950107659137,3.97786018764607,1.81235706729484
"Q91WM1",0.720895615420973,2.38091177890449,1.63008620306706,1.96182898550968,1.90715628285374,3.7055284817529,1.47167355664351,2.69987750734441,1.50440351277053,2.35403253960127,1.54731764166905,NA,0.467381007069115,NA,NA,0.278958448055468,NA,0.632392208098969,0.62542247886205,1.11635981805755,2.74959159996556,2.204038220361,2.17527826390026,2.08738469004815,2.77086725340875,NA,NA,NA,NA,2.50318108334388,NA,NA,NA,0.190451449640297
"Q91WM2",16.4814968822648,17.1645654415895,10.243504554291,9.55277761065506,11.75536803156,9.41275893622842,16.1040988097683,9.3104808770421,3.52602991820924,9.4617802397013,NA,NA,4.58084599914908,NA,NA,NA,3.82651929970424,2.80046565726803,1.73388579070171,3.16625549568536,5.56143895087519,3.2105877730262,2.89293045187448,4.48998325142305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q91WM3",2.40665149627407,NA,0.701468359868534,2.35726957961545,0.5077799853478,3.80927969547232,2.63774902162991,0.86865558464682,NA,NA,2.38622624454404,1.13923628351874,1.55975413774141,0.905788848297923,1.31432653955524,1.22622644755808,2.1304902683074,1.65368614467066,2.21561062536602,1.45554190353987,2.88916958316519,1.9919838210398,2.03600245066729,2.64569091808862,3.63387080144659,NA,1.13000443746157,1.62677464300149,1.83767961527034,2.93923226274754,3.10079805755581,2.68956869360948,NA,0.160490591020395
