"","B_R-B2_1_5404","B_R-B3_1_5405","B_R-B4_1_5406","B_R-D5_1_5407","B_R-D6_1_5408","B_R-D7_1_5409","B_R-D8_1_5410","B_R-D9_1_5411","B_R-E1_1_5412","B_R-E2_1_5413","L_R-E3_1_5424","L_R-E4_1_5425","L_R-E5_1_5426","L_R-E6_1_5427","L_R-E7_1_5428","L_R-E8_1_5429","L_R-F2_1_5433","L_R-F3_1_5434","M_R-E9_1_5435","M_R-F1_1_5436","M_R-F2_1_5437","M_R-F2_1_5439","M_R-F3_1_5438","M_R-F3_1_5440","P_R-C1_1_5414","P_R-C2_1_5415","P_R-C3_1_5416","P_R-C4_1_5417","P_R-C5_1_5418","P_R-C6_1_5419","P_R-C7_1_5420","P_R-C8_1_5421","P_R-C9_1_5422","P_R-D1_1_5423"
"A0A087WRI3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53493068596749,5.60786899403954,NA,5.12074251213698,2.18747165404901,NA,7.04791796254582,12.274435280582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0B4J1G0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196023861006894,1.09252571171944,NA,NA,NA,NA,0.670913596941661,0.653935275398916,2.40348243375347,2.30006792328592,1.7429569414142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0G2JDV3",1.31746002698819,3.86285592351921,NA,1.94514506212654,2.03297106337543,1.32108299297969,NA,3.20922948444284,NA,NA,2.07158446411799,1.73206854467407,NA,0.625962461397748,NA,1.17867828217878,2.45348091816999,1.38948612470078,1.08550341524421,2.04564606025368,3.59827072826991,NA,1.3328017513234,NA,NA,NA,NA,0.915233477995696,NA,NA,NA,2.02418251124817,NA,NA
"A0A140LI67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65473525239943,NA,NA,NA,NA,1.89717178203518,0.118747493475035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A140LIF8",NA,NA,NA,NA,NA,NA,NA,1.51592060949433,NA,NA,NA,NA,NA,NA,NA,NA,0.566914076170899,NA,0.994056330024253,1.17601718987418,1.30528350710969,3.51090674800444,1.09772747055614,1.94391248734604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A1L1SUL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228889344566864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A1W2P872",2.73890214722667,2.17203474122266,2.44386895325686,1.90404089966468,2.0735018319256,5.01531418963241,1.77777585651655,2.9099328164356,1.70303205004714,1.77695985031499,1.73806732112892,1.79911143356251,NA,1.45059193947264,0.357649716150354,NA,NA,2.38055866131717,NA,NA,NA,NA,NA,NA,NA,NA,1.18453109196903,2.20989620090197,NA,NA,2.67738395884474,NA,2.64756930588715,4.0309078821772
"A0A338P6K9",NA,NA,NA,NA,NA,NA,1.16891003938843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826615758202199,0.626053865225421,2.52535231868826,2.51496260254922,1.98159623157229,2.2948802373586,3.2591067563914,NA,5.37321747652703,3.6316646841301,1.52340645114215,1.46976313244943,2.20200651445931,1.18339044929699,NA,2.13257128704984
"A0A571BF63",NA,NA,2.25681168731467,2.11315170501181,NA,3.75947184960057,3.02093144156791,1.62097382404328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A7N9VSG0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57448461749581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31343294259278,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0AUP1",NA,NA,NA,NA,NA,1.15991792583834,NA,NA,NA,NA,1.47469832477803,1.27003780220239,NA,1.24256159013003,1.3010129577056,0.982431743055445,NA,2.12475828200808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0JLY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66271199547895,10.1123567989166,NA,NA,2.15585305084018,5.80764478778116,10.5983693981519,12.4891988260325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0JNT9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11914931522911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1A5B6",NA,2.0277035408508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94736901798881,5.00501295847287,NA,5.15776220005884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1IGU4",NA,NA,NA,0.945760805729509,NA,3.01256914905209,1.43469751464725,NA,NA,NA,NA,1.35892274507037,NA,NA,0.171705339085706,NA,NA,NA,1.80790063768535,1.68460073932808,1.59298583213109,NA,2.99803166094314,NA,NA,NA,NA,NA,NA,0.0693147180559945,NA,NA,NA,NA
"A1L314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86309813766827,2.42276953616827,0.473935134188798,1.6146278149134,NA,NA,1.45538539773348,2.11083387420514,1.06851548309553,1.32339325697985,1.96770362740454,2.02464863307074,1.07010562674926,2.5569675662222,NA,1.79164886674852,1.01717640511719,0.0693147180559945,0.837965277191337,5.60520621967637,NA,0.153677410452434,NA,2.37067625029338
"A1L3P4",3.94821407749147,4.61955106106817,3.52932586021787,2.51939084303924,3.85757673461193,6.06392567934086,3.0881798531003,6.24175070145742,4.21917380489803,1.82686889234514,3.65535815204061,0.944758503430908,1.01830153902525,1.18510145677184,0.231429582118078,2.33479975568389,3.50875075296515,1.80151168411507,0.0693147180559945,NA,1.5510439443316,NA,NA,4.12822543736337,3.80036425800876,NA,NA,NA,NA,NA,2.41162157227606,NA,NA,NA
"A1L3T7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75492484851375,NA,5.02687289175055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A432",3.52287093980924,1.81048001249085,2.45850731367087,2.67718191440439,2.88050216384619,4.72897408638741,2.11771129022545,4.03155820874933,3.72747264925708,3.00380937072389,0.597339550976577,0.552590378925441,0.492744204405543,0.3342757952683,0.591392336841568,NA,1.08828180227164,NA,0.538293937045921,0.845079511012344,1.4220223270382,1.50118797027966,1.05410995990255,1.68413323212843,1.73289003880899,1.50173608424872,0.746294226706924,1.1853100503568,1.01983366682653,0.80727621886236,1.78498626006352,1.02730990858812,0.834978623967244,0.715995597817019
"A2A4P0",NA,NA,1.00623973405688,2.23839818911747,1.61215536254432,3.30524668314076,1.8396715474813,2.14424350252462,NA,NA,NA,NA,NA,NA,0.518340620215137,NA,1.6548755409384,0.625351951503294,0.576665438186624,0.775123053913649,2.05273935539047,2.01587923200814,2.00359725852598,0.960593240656101,14.7205813091148,4.84356657683088,2.4980324336742,5.01175193848681,NA,13.6256616550329,NA,0.756471953427084,NA,0.216598207639922
"A2A5R2",2.06960277705999,4.75087240248636,3.28829800025487,3.5926548175754,3.58503437822871,4.14648810843887,3.06207975975891,3.74072451666947,4.08657364305023,2.00168763766939,NA,NA,0.87430940459986,NA,0.850205308302881,0.406086477331294,0.541706141135705,NA,0.535152259458193,0.696437506798708,0.553421094356992,2.09801977441944,1.49946142673524,1.43274784107763,1.5957159794681,NA,NA,1.79546619405611,1.58816998684405,2.33548091878881,1.57995241978978,NA,NA,1.51817259112192
"A2A5Z6",NA,NA,1.49659265087952,2.83862881039216,2.24323566881317,2.48846494894156,1.8288702987797,2.51403665326075,NA,NA,NA,NA,1.81303663277751,NA,NA,NA,1.29652486703077,NA,NA,NA,2.14580534507211,1.58848169447279,NA,1.91916255887156,NA,1.94317869207424,1.3727038267155,0.702936043726134,0.770886796224031,NA,1.55693080657604,0.879484610099661,1.15308380084039,0.951640979006788
"A2A690",4.31937606985619,6.14402808776821,4.31800565780421,4.18336551770774,4.02317797693842,7.83939692406774,3.9390622823722,4.65096956555375,5.46259281169587,3.07738046830469,NA,NA,1.07012554128933,NA,NA,NA,1.37218079672593,NA,NA,NA,NA,NA,NA,3.60883536404449,NA,NA,NA,NA,NA,NA,6.80732184746994,NA,NA,NA
"A2A699",5.02876320234535,8.3306040888924,4.22556309648678,5.85163393825964,3.90397345758986,6.56014615297802,3.74727781105267,5.81609521281153,4.67768946244625,4.82614565139626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A6A1",NA,3.28793650058382,NA,1.34160439774781,NA,NA,NA,3.08144552476279,NA,NA,2.0299946862444,5.32673456755971,NA,0.250428562338484,NA,0.836602060011496,1.51363968833664,2.96901239520151,1.03272308952689,0.812590626865494,1.54630361071379,2.08204193746413,1.65760792777774,1.87402711256054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A6Q5",1.75647180790316,2.62346716284827,0.646225242360986,1.22682291835196,0.844060242349468,2.19397887073679,1.96273288728319,2.20977539156572,NA,NA,NA,NA,0.0693147180559945,NA,NA,NA,NA,NA,0.806173974371003,0.668450691919759,2.00246232763939,1.43616171979913,NA,1.02928995945345,1.35150846222188,NA,0.690196284649381,0.420212715180483,NA,0.901146468496991,NA,0.402067060055807,1.51178169884638,0.743748028821481
"A2A6T1",3.72201980740698,2.31217944154655,5.29668883549622,3.62100601746428,2.78481634496658,1.45389645078503,2.08024271745305,2.18380704367168,NA,5.40345487350055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A791",2.25307162764093,1.79603415339928,1.47404460371375,0.696379794731162,2.14466331493223,2.57866249645542,1.14532957327513,1.91496696541968,NA,NA,NA,NA,0.545381774957037,0.655016927807323,1.74558998415528,0.473400594135474,3.67796910442233,1.82300432475218,0.59323334075699,1.48881763041453,3.30777676453202,1.94615247754554,0.988735437052323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A7S8",5.76530464876142,3.92753783930453,4.51970361660762,5.43505229089406,3.15801726585747,9.73580564146564,3.69619750897917,7.08698089597144,8.17123823264775,5.71104427542901,1.22063547471245,1.20625037143338,1.39322835964565,0.983482991092784,0.868155158291726,NA,3.6945960605974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32354906651555,2.12405762742521,NA,NA,NA,1.59501928759028
"A2A825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94662909311568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A863",NA,4.25174977107704,NA,1.44861158131697,NA,NA,3.0604943005321,NA,NA,0.543684273598677,2.77419939147561,2.79011321963967,1.71073431997944,2.13701048905795,2.43948851790641,NA,1.93823328073079,2.20918433926657,NA,NA,NA,5.35397559492261,NA,3.18474593498595,3.17738339538945,3.05230941523677,3.93747626930121,2.74709651202089,3.08106388534315,3.73991206203771,2.43273848016481,8.84150914045954,3.06467616140919,2.53085544141124
"A2A870",NA,NA,1.59066117430133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9268878434931,1.3447873353691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A884",NA,NA,1.49090223221866,NA,NA,0.468830661408265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A891",2.40652652300455,2.61512628773309,2.06982208510844,2.77828514852163,2.67088203762414,3.78942404786394,2.07054865488902,8.92019814913887,NA,1.11336786397637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A8L1",2.05287915478393,1.67990465602718,1.79875319328264,1.41890561853527,2.09691290197457,2.24112659559351,2.02120208356247,1.83715622285144,2.38124714353305,2.18701990351862,NA,NA,0.798775276509919,0.709851671721157,NA,NA,0.580221898762999,NA,1.01246844406519,0.77462759620398,3.51325383558771,3.77159532803366,2.88130329934449,3.35610128259235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A8L5",2.62621488147303,3.48643447378931,2.51109464746802,2.26616974300121,2.815967607457,4.06732109178759,2.38118409653438,4.73726017101424,4.99201477543382,NA,NA,NA,NA,NA,0.208822883068572,NA,2.05858215111228,NA,NA,NA,24.2071436564592,2.9368447726945,9.82509240472206,2.50637176643701,NA,0.99702263547672,0.792507658949094,0.807841637056163,NA,1.51258797147626,0.402353342078441,0.857820622762646,NA,0.398198373695279
"A2A8U2",7.21819243595979,7.08591959467498,4.82326618208567,6.61858610139014,4.12441170706897,2.33673106693362,5.08533666697671,3.89476611718799,8.07944412386052,5.29502015406022,10.7985204331674,6.37092280985832,9.17481577198145,4.44688350762876,6.44847132039989,6.51126729555302,7.96504501354085,9.21700029316523,2.39551865931926,2.64329178982716,4.88523196671,5.39118379331962,3.23071624370931,6.4999185576611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A8Z1",5.37080323542767,3.9716428306083,4.1966186702018,3.73756757661987,3.92369433557791,5.75583359541379,3.22523368889611,6.2784194148231,4.3948788802312,3.256473712792,0.757885800206168,0.617009036766814,NA,0.445809544526747,0.691412940968313,NA,1.66441562553735,0.45440967638103,0.585958154335707,1.25526046344021,2.68832056341441,4.13435923299716,2.92089928213833,2.02856100712164,NA,4.44719101671003,NA,NA,NA,1.69440744692031,NA,NA,NA,NA
"A2A935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836356342055123,NA,NA,NA,NA,NA,2.17150169349042
"A2A974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68476038564347,0.0724850497686815,NA,0.884112575026054,NA,2.09820653307216,1.30595858653507,1.44635027813864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A9C3",3.10189726611234,4.32478318298437,1.834183653679,1.78656546351179,2.34158152259179,3.93537789066795,2.56405848784352,4.53309861930078,NA,NA,NA,NA,NA,NA,NA,NA,2.64548675109155,NA,NA,0.447459507408574,NA,NA,0.922273739294906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2A9T0",NA,NA,NA,NA,2.47605503787959,0.180110514788757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87630177968639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AA28",NA,5.22459941777128,NA,NA,NA,NA,NA,NA,NA,5.45130223664388,NA,NA,1.24131452527346,NA,NA,NA,NA,NA,NA,0.992720358224576,NA,3.08497251849924,1.28551264565887,4.82646861999903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AAE1",0.939423554752842,0.865602019072299,2.33507184230636,3.01127524555381,2.38119182023774,5.22473212755677,2.45207270981983,3.11546080107824,2.33934704772137,3.99441045871268,2.30990734494719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75893550751247,NA,NA,1.34527798703001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AAJ9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9297483516917,NA,12.9461480382902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AAX3",NA,NA,0.850918510841873,NA,1.68034556824175,5.02917712898693,2.54943840460484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AAY5",NA,1.22516533693228,NA,NA,NA,NA,NA,NA,NA,NA,1.890983159647,3.66320657245814,2.2446860226805,1.32958898516577,NA,1.44582446791525,0.655376444640409,2.33612666846756,0.541828923927769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AB59",4.23972074302113,5.41243227409423,2.55469474469808,4.17714836824058,5.39082751090147,7.98429544553079,5.88377732202518,6.97700432417393,NA,2.48388209005887,NA,NA,1.02823534651875,NA,NA,NA,1.8772375024275,1.89842672001789,0.934196217144776,1.11707707014444,1.33020236879469,1.99573593274876,1.42785667960294,2.86959847744798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ABU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6414757595551,NA,8.01248513057504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ABV5",5.57855272879172,5.248973269688,3.30463985219273,4.67401190194552,107.898022371384,6.39811025084442,2.77223995391312,NA,NA,NA,NA,NA,1.99030921761973,NA,2.05182874688639,1.20459507008561,2.18998559381456,NA,2.03626245817686,1.74122468260169,3.29669545272236,2.47505768107911,2.64710453975693,3.38505803952277,NA,NA,NA,1.27854431318231,0.0693147180559945,NA,NA,NA,NA,NA
"A2AC93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63127213480895,NA,NA,NA,2.69470233676741,NA,0.922244684387768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ACJ2",2.37072609125824,2.85814107636189,1.73015026762691,1.147883131652,0.87252363305523,2.51667600039922,1.99621601155521,0.888322742454512,3.85089628531467,0.783115957994148,NA,NA,0.51451085158769,NA,NA,NA,1.64441048174233,NA,1.15166019619945,0.886781756355374,3.13441880470316,2.19283235701957,2.23852440324727,3.67150796096481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ACP1",2.97234657562487,NA,4.83192606090161,1.62048281195606,2.56233055084577,3.28579935180383,NA,6.82000244517906,NA,2.74240141137688,1.22356979758012,1.55133041635658,1.06169275997086,1.06799133621119,NA,NA,2.64422940070986,2.41303065898874,1.57966033661172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88909448775434,NA,NA,NA,NA
"A2AD83",3.89008719343463,NA,NA,NA,NA,NA,NA,NA,NA,2.32237299522406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2ADA5",22.638378164361,33.9130415055785,22.7226990867402,9.90073676473428,30.1086158952407,12.579079476453,12.8354299532357,17.1318933436537,19.2322591881685,11.2028706236706,6.40405782061536,5.7514565056114,3.72811334232998,2.74556010617411,23.5004247778569,NA,6.56584171861126,4.32153944385882,1.2460400202519,1.15414265323878,2.00206304482536,9.60321444633057,3.21988694487684,3.35125537218483,5.39841146471736,4.34358421616826,4.85387376771479,4.25669719731642,3.87227770762742,5.92508699103516,5.25797362681748,4.74067910430406,1.79984636922302,8.88972984283352
"A2ADY9",3.5377991264635,3.55244786438724,3.68146013603472,4.94611439188712,3.59980496979141,6.20809028713997,3.90568856072387,4.99786649141232,6.00622208945199,2.39604161622405,NA,NA,1.30537304624997,NA,0.95065356233569,NA,1.5692344992145,NA,0.74598413075267,1.15108370890489,1.70512833706303,2.59574794542455,1.35304078756543,1.66591870337915,1.96920788445402,1.25081793847137,0.917188768666274,0.904161366914482,1.2159005918838,1.68846963529282,1.2920010824573,1.40528881667823,1.64877741158066,NA
"A2AEV7",NA,NA,NA,2.57987603282869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AF47",5.3332839457757,3.68175274687654,5.26060175251855,3.98842729553733,4.85639854470507,5.35861164667113,5.91038338089503,6.58934212630147,3.31543113019127,3.9655070550286,0.690293152750434,0.566362057386869,0.212806613534569,0.833784695875914,1.29325942826018,0.235684947194473,1.0767419665787,0.0693147180559945,0.574738964234409,1.00039225168195,1.82877356530912,1.73946163721643,0.683002240378667,1.65312980661851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AFR3",1.33507359177038,NA,1.16146318055186,1.01850504585803,1.52284448370557,1.71607166717079,0.796410757682135,0.928589496937803,NA,1.14772271824922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AFS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868181252086777,0.574972300510218,NA,NA,NA,NA,NA,NA,NA,4.00642596688937,1.78664370652043,0.927998551796414,0.348462326822749,0.134535576517906,2.15114086834931,NA,1.18454524075882,1.22909151956378,0.504445493958946
"A2AG50",3.52774104998472,3.6361520591821,2.85321448420929,3.58965388781288,2.69503730139403,4.68208440804824,2.74847887809185,3.61295157644997,NA,3.4492347156798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AG58",NA,NA,0.462526477039185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AGB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69694414480537,3.47114688411205,5.15454431484966,2.0646117687832,NA,6.62022863930065,8.47393824644676,7.58334738737211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AGH6",NA,NA,NA,0.90412260782065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219104044666975,NA,0.61182597676522,NA,1.19509882332212,0.827651917299508,4.91671300764628,2.99324215223327,2.09049998675097,2.51203768500305,3.01239113572669,NA,0.864939189908621,1.73224967653242,1.31973086333574,NA,NA,1.08981473943527,NA,2.73424172060434
"A2AGL3",9.01574239908445,10.6381861106118,5.92340477281741,4.50031760485549,5.04649545333318,9.95405444316752,7.68211249869562,4.99051860049566,7.74185522569341,4.06442733184632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AGT5",2.12604965066419,2.96106749631224,2.4602372310606,2.78292746114399,2.9593567003144,5.02776092001075,2.55813522743598,3.71485375621121,3.26429321233012,1.18257453189675,NA,NA,1.23593991082189,NA,0.840941841339564,NA,0.790499438926103,NA,0.868705648234762,1.08245999325871,1.7908404095282,1.94978031412824,1.05363378570071,1.46914398856105,1.58980747853687,NA,1.54977269476603,1.29882358619423,1.59281434458222,1.61245576718508,1.24642260076638,1.75340988876055,1.35960522996019,1.05251077957169
"A2AH22",0.679660030222675,NA,1.81794376298383,0.962739347002738,1.29385305724129,2.07300264524959,0.573351648492883,1.26820622424079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09204229807437,4.61969570709271,NA,4.309130744437,2.09132071787668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AHC3",2.83080269806716,3.85152530135767,3.02092118045342,4.82082223701601,3.64275542375483,4.67982561147043,2.66849126911017,4.30683520461082,2.05154203749158,1.2017893364083,NA,NA,0.245371444665206,0.0693147180559945,0.991152552146452,1.54022578234143,2.75092211098675,1.14216742840158,0.686179961215111,0.626053448752307,2.29358871499313,NA,NA,1.72006981599029,3.21064045128506,NA,1.02432277467024,0.762903329806242,0.958869221762804,2.41599386738788,NA,NA,NA,2.46648075775226
"A2AHG0",8.29767269680023,4.55846418912716,3.45364435218731,2.05555036573569,2.23552397373654,2.78151431173589,1.58593940776336,2.52060223718769,NA,1.44673985334471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AHJ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277788453984803,NA,NA,0.600312937911171,0.701092239099842,1.31266054697156,1.34264084465777,1.47724557292277,1.39052475239483,2.09380366128293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AHL1",0.877485353418552,6.53602052031284,4.10168298725284,2.72452945657158,3.70215036272686,6.10753580546971,2.75236541704607,5.9393496276891,NA,67.1400501435515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AI05",NA,NA,0.39834183740023,2.60250650146696,1.81464159038971,0.11910432939788,0.519168716575329,2.09379880864063,NA,2.96179759895299,NA,NA,0.81113910742771,NA,NA,NA,NA,NA,NA,0.65655325988653,4.99706666569665,1.65478918291033,1.47045729562453,NA,NA,3.47269876077972,NA,NA,NA,1.48586799427899,NA,NA,NA,3.00816309479003
"A2AI08",1.79460848831169,NA,0.322401110260562,2.45849850895777,NA,NA,1.13915167665024,NA,NA,1.36355083453022,NA,NA,2.04586847488446,NA,NA,NA,4.33056273655183,NA,5.75149217863437,0.902577819127968,7.59097565291818,3.5611090207248,7.13272597187327,8.47661594640272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AIG8",NA,4.88898791759829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65570959093224,2.19028384394837,2.55257649337243,NA,1.82977142688155,NA,NA,4.98021016003393,2.85988494873146,NA,NA,NA,NA,NA,3.46845614205477,NA
"A2AIL4",13.3729919448273,16.1638226489259,11.4344979448228,10.6473629907571,15.0734583019613,14.8329930530982,11.3340815803319,9.36197493002106,NA,8.49198250211965,NA,NA,3.70598544551675,NA,1.99309014444597,NA,4.15611934527249,NA,1.25033667574962,1.61046324164037,3.21782110761559,2.75197538317116,1.54040858680958,2.92036439199638,5.28628112612668,4.7375504249969,3.95809097171197,4.56479709270161,5.89372403553289,3.05355633770267,4.97506552970861,5.3772966434161,3.72522941431562,4.33424564814958
"A2AIP0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41934866369123,NA,5.11394012489747,NA,8.44424530309268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AIR5",2.23046331471942,2.16911028633798,1.59209265830483,1.20463884610176,10.1283987619257,2.68341025557548,1.67871618593425,13.59298256632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2AIV2",1.76336515829957,2.58668457651378,2.775600573088,1.56059275404899,0.401352740650333,1.46745933868811,1.14277944960317,1.77584683919721,NA,NA,NA,NA,0.561983140651794,NA,0.20203627052369,NA,1.37480047310424,NA,0.845557529604537,1.16746593486036,2.26435711973045,2.70727565490055,1.61153079384144,1.98283319478778,NA,NA,0.595621029280351,0.519031469549615,0.669234493177804,1.47553473138293,NA,NA,NA,0.41313496081919
"A2AIV8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89975760351678,NA,1.61166607723558,NA,1.94944991329609,0.256457230061006,0.712291308558881,1.23988053388697,2.40222717504828,1.99953306224601,0.978235969376222,2.10881801237985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
